Dataset,Classifier,Outlier detection,Removed,Configuration,Accuracy
baseball,weka.classifiers.functions.SMO,COR,1.0,03e092ffb9638bfee180099ac44afcd4,0.9395522388059702
baseball,weka.classifiers.functions.SMO,COR,1.0,07912a1b64697560fb5128a073a153b0,0.9395522388059702
baseball,weka.classifiers.functions.SMO,COR,1.0,15ecd4914f65412ee477d2fb5a043d7e,0.9395522388059702
baseball,weka.classifiers.functions.SMO,COR,1.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.9395522388059702
baseball,weka.classifiers.functions.SMO,COR,1.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.9395522388059702
baseball,weka.classifiers.functions.SMO,COR,1.0,b7d55541d745ab0e39ff30816c4c7345,0.9328358208955224
baseball,weka.classifiers.functions.SMO,COR,1.0,c732c428da06fb11341179512dbdb5db,0.9395522388059702
baseball,weka.classifiers.functions.SMO,COR,2.0,03e092ffb9638bfee180099ac44afcd4,0.941044776119403
baseball,weka.classifiers.functions.SMO,COR,2.0,07912a1b64697560fb5128a073a153b0,0.941044776119403
baseball,weka.classifiers.functions.SMO,COR,2.0,15ecd4914f65412ee477d2fb5a043d7e,0.941044776119403
baseball,weka.classifiers.functions.SMO,COR,2.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.941044776119403
baseball,weka.classifiers.functions.SMO,COR,2.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.941044776119403
baseball,weka.classifiers.functions.SMO,COR,2.0,b7d55541d745ab0e39ff30816c4c7345,0.9356343283582088
baseball,weka.classifiers.functions.SMO,COR,2.0,c732c428da06fb11341179512dbdb5db,0.941044776119403
baseball,weka.classifiers.functions.SMO,COR,3.0,03e092ffb9638bfee180099ac44afcd4,0.9402985074626866
baseball,weka.classifiers.functions.SMO,COR,3.0,07912a1b64697560fb5128a073a153b0,0.9402985074626866
baseball,weka.classifiers.functions.SMO,COR,3.0,15ecd4914f65412ee477d2fb5a043d7e,0.9402985074626866
baseball,weka.classifiers.functions.SMO,COR,3.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.9402985074626866
baseball,weka.classifiers.functions.SMO,COR,3.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.9402985074626866
baseball,weka.classifiers.functions.SMO,COR,3.0,b7d55541d745ab0e39ff30816c4c7345,0.9347014925373136
baseball,weka.classifiers.functions.SMO,COR,3.0,c732c428da06fb11341179512dbdb5db,0.9402985074626866
baseball,weka.classifiers.functions.SMO,COR,4.0,03e092ffb9638bfee180099ac44afcd4,0.9380597014925376
baseball,weka.classifiers.functions.SMO,COR,4.0,07912a1b64697560fb5128a073a153b0,0.9380597014925376
baseball,weka.classifiers.functions.SMO,COR,4.0,15ecd4914f65412ee477d2fb5a043d7e,0.9380597014925376
baseball,weka.classifiers.functions.SMO,COR,4.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.9380597014925376
baseball,weka.classifiers.functions.SMO,COR,4.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.9380597014925376
baseball,weka.classifiers.functions.SMO,COR,4.0,b7d55541d745ab0e39ff30816c4c7345,0.9328358208955224
baseball,weka.classifiers.functions.SMO,COR,4.0,c732c428da06fb11341179512dbdb5db,0.9380597014925376
baseball,weka.classifiers.functions.SMO,COR,5.0,03e092ffb9638bfee180099ac44afcd4,0.935820895522388
baseball,weka.classifiers.functions.SMO,COR,5.0,07912a1b64697560fb5128a073a153b0,0.935820895522388
baseball,weka.classifiers.functions.SMO,COR,5.0,15ecd4914f65412ee477d2fb5a043d7e,0.935820895522388
baseball,weka.classifiers.functions.SMO,COR,5.0,900b56217bd7f6a7d974ff1d18cf7a6c,0.935820895522388
baseball,weka.classifiers.functions.SMO,COR,5.0,9b3aba700fd76d8a399dbb6b7a9c1648,0.935820895522388
baseball,weka.classifiers.functions.SMO,COR,5.0,b7d55541d745ab0e39ff30816c4c7345,0.930037313432836
baseball,weka.classifiers.functions.SMO,COR,5.0,c732c428da06fb11341179512dbdb5db,0.935820895522388
baseball,weka.classifiers.functions.SimpleLogistic,,0.0,454975ca5f2b2a7ce6af3b6f94a776a2,0.9358208955223879
baseball,weka.classifiers.functions.SimpleLogistic,COR,1.0,23b06bf7444e90797dbfb38e5cd505d8,0.9380597014925371
baseball,weka.classifiers.functions.SimpleLogistic,COR,1.0,4d7cb536c4fc038012dd1e4179658de5,0.9380597014925371
baseball,weka.classifiers.functions.SimpleLogistic,COR,1.0,5396daa622b0ee0bbcf7ef36f8f78271,0.9380597014925371
baseball,weka.classifiers.functions.SimpleLogistic,COR,1.0,5e2af2724650b3bdb3788abc08d95e22,0.9380597014925371
baseball,weka.classifiers.functions.SimpleLogistic,COR,1.0,a78bddd552e684af14a7661c5bf1ea21,0.9380597014925371
baseball,weka.classifiers.functions.SimpleLogistic,COR,1.0,c50217586a7e2b2469ece053fcc72a92,0.9319029850746268
baseball,weka.classifiers.functions.SimpleLogistic,COR,1.0,ee8042dbc4e66983cb9807cf56b5b01b,0.9380597014925371
baseball,weka.classifiers.functions.SimpleLogistic,COR,2.0,23b06bf7444e90797dbfb38e5cd505d8,0.9388059701492536
baseball,weka.classifiers.functions.SimpleLogistic,COR,2.0,4d7cb536c4fc038012dd1e4179658de5,0.9388059701492536
baseball,weka.classifiers.functions.SimpleLogistic,COR,2.0,5396daa622b0ee0bbcf7ef36f8f78271,0.9388059701492536
baseball,weka.classifiers.functions.SimpleLogistic,COR,2.0,5e2af2724650b3bdb3788abc08d95e22,0.9388059701492536
baseball,weka.classifiers.functions.SimpleLogistic,COR,2.0,a78bddd552e684af14a7661c5bf1ea21,0.9388059701492536
baseball,weka.classifiers.functions.SimpleLogistic,COR,2.0,c50217586a7e2b2469ece053fcc72a92,0.933768656716418
baseball,weka.classifiers.functions.SimpleLogistic,COR,2.0,ee8042dbc4e66983cb9807cf56b5b01b,0.9388059701492536
baseball,weka.classifiers.functions.SimpleLogistic,COR,3.0,23b06bf7444e90797dbfb38e5cd505d8,0.9373134328358208
baseball,weka.classifiers.functions.SimpleLogistic,COR,3.0,4d7cb536c4fc038012dd1e4179658de5,0.9373134328358208
baseball,weka.classifiers.functions.SimpleLogistic,COR,3.0,5396daa622b0ee0bbcf7ef36f8f78271,0.9373134328358208
baseball,weka.classifiers.functions.SimpleLogistic,COR,3.0,5e2af2724650b3bdb3788abc08d95e22,0.9373134328358208
baseball,weka.classifiers.functions.SimpleLogistic,COR,3.0,a78bddd552e684af14a7661c5bf1ea21,0.9373134328358208
baseball,weka.classifiers.functions.SimpleLogistic,COR,3.0,c50217586a7e2b2469ece053fcc72a92,0.9309701492537312
baseball,weka.classifiers.functions.SimpleLogistic,COR,3.0,ee8042dbc4e66983cb9807cf56b5b01b,0.9373134328358208
baseball,weka.classifiers.functions.SimpleLogistic,COR,4.0,23b06bf7444e90797dbfb38e5cd505d8,0.9365671641791044
baseball,weka.classifiers.functions.SimpleLogistic,COR,4.0,4d7cb536c4fc038012dd1e4179658de5,0.9365671641791044
baseball,weka.classifiers.functions.SimpleLogistic,COR,4.0,5396daa622b0ee0bbcf7ef36f8f78271,0.9365671641791044
baseball,weka.classifiers.functions.SimpleLogistic,COR,4.0,5e2af2724650b3bdb3788abc08d95e22,0.9365671641791044
baseball,weka.classifiers.functions.SimpleLogistic,COR,4.0,a78bddd552e684af14a7661c5bf1ea21,0.9365671641791044
baseball,weka.classifiers.functions.SimpleLogistic,COR,4.0,c50217586a7e2b2469ece053fcc72a92,0.933768656716418
baseball,weka.classifiers.functions.SimpleLogistic,COR,4.0,ee8042dbc4e66983cb9807cf56b5b01b,0.9365671641791044
baseball,weka.classifiers.functions.SimpleLogistic,COR,5.0,23b06bf7444e90797dbfb38e5cd505d8,0.9313432835820896
baseball,weka.classifiers.functions.SimpleLogistic,COR,5.0,4d7cb536c4fc038012dd1e4179658de5,0.9313432835820896
baseball,weka.classifiers.functions.SimpleLogistic,COR,5.0,5396daa622b0ee0bbcf7ef36f8f78271,0.9313432835820896
baseball,weka.classifiers.functions.SimpleLogistic,COR,5.0,5e2af2724650b3bdb3788abc08d95e22,0.9313432835820896
baseball,weka.classifiers.functions.SimpleLogistic,COR,5.0,a78bddd552e684af14a7661c5bf1ea21,0.9313432835820896
baseball,weka.classifiers.functions.SimpleLogistic,COR,5.0,c50217586a7e2b2469ece053fcc72a92,0.9272388059701492
baseball,weka.classifiers.functions.SimpleLogistic,COR,5.0,ee8042dbc4e66983cb9807cf56b5b01b,0.9313432835820896
baseball,weka.classifiers.lazy.IBk,,0.0,995c48e1e52dc179505b3bcc746ff5ae,0.9276119402985076
baseball,weka.classifiers.lazy.IBk,COR,1.0,0a4d0d9e9f004b4db2401602a0972c58,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,1.0,20cad55a54fd9a7cee2903310ca057f1,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,1.0,2d3de466a5bf1d49f606623180b6f95a,0.9235074626865672
baseball,weka.classifiers.lazy.IBk,COR,1.0,5c5c9708e54dfc9995ad4ab4f3e713bd,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,1.0,5e5802785b6d1776536fc439f552254d,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,1.0,833cdc64c9ec951bd0ed84d7241adc8e,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,1.0,da6f0739b3dcbdb98aab89055c050daa,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,2.0,0a4d0d9e9f004b4db2401602a0972c58,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,2.0,20cad55a54fd9a7cee2903310ca057f1,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,2.0,2d3de466a5bf1d49f606623180b6f95a,0.9225746268656716
baseball,weka.classifiers.lazy.IBk,COR,2.0,5c5c9708e54dfc9995ad4ab4f3e713bd,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,2.0,5e5802785b6d1776536fc439f552254d,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,2.0,833cdc64c9ec951bd0ed84d7241adc8e,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,2.0,da6f0739b3dcbdb98aab89055c050daa,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,3.0,0a4d0d9e9f004b4db2401602a0972c58,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,3.0,20cad55a54fd9a7cee2903310ca057f1,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,3.0,2d3de466a5bf1d49f606623180b6f95a,0.9225746268656716
baseball,weka.classifiers.lazy.IBk,COR,3.0,5c5c9708e54dfc9995ad4ab4f3e713bd,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,3.0,5e5802785b6d1776536fc439f552254d,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,3.0,833cdc64c9ec951bd0ed84d7241adc8e,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,3.0,da6f0739b3dcbdb98aab89055c050daa,0.9283582089552238
baseball,weka.classifiers.lazy.IBk,COR,4.0,0a4d0d9e9f004b4db2401602a0972c58,0.925373134328358
baseball,weka.classifiers.lazy.IBk,COR,4.0,20cad55a54fd9a7cee2903310ca057f1,0.925373134328358
baseball,weka.classifiers.lazy.IBk,COR,4.0,2d3de466a5bf1d49f606623180b6f95a,0.9188432835820894
baseball,weka.classifiers.lazy.IBk,COR,4.0,5c5c9708e54dfc9995ad4ab4f3e713bd,0.925373134328358
baseball,weka.classifiers.lazy.IBk,COR,4.0,5e5802785b6d1776536fc439f552254d,0.925373134328358
baseball,weka.classifiers.lazy.IBk,COR,4.0,833cdc64c9ec951bd0ed84d7241adc8e,0.925373134328358
baseball,weka.classifiers.lazy.IBk,COR,4.0,da6f0739b3dcbdb98aab89055c050daa,0.925373134328358
baseball,weka.classifiers.lazy.IBk,COR,5.0,0a4d0d9e9f004b4db2401602a0972c58,0.924626865671642
baseball,weka.classifiers.lazy.IBk,COR,5.0,20cad55a54fd9a7cee2903310ca057f1,0.924626865671642
baseball,weka.classifiers.lazy.IBk,COR,5.0,2d3de466a5bf1d49f606623180b6f95a,0.917910447761194
baseball,weka.classifiers.lazy.IBk,COR,5.0,5c5c9708e54dfc9995ad4ab4f3e713bd,0.924626865671642
baseball,weka.classifiers.lazy.IBk,COR,5.0,5e5802785b6d1776536fc439f552254d,0.924626865671642
baseball,weka.classifiers.lazy.IBk,COR,5.0,833cdc64c9ec951bd0ed84d7241adc8e,0.924626865671642
baseball,weka.classifiers.lazy.IBk,COR,5.0,da6f0739b3dcbdb98aab89055c050daa,0.924626865671642
baseball,weka.classifiers.lazy.KStar,,0.0,8b97f2e3728ef86b0a3e1935338ee874,0.9201492537313432
baseball,weka.classifiers.lazy.KStar,COR,1.0,042674fb876f7328de42420c8da4cff1,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,1.0,05f37c9764d724a4e94047734947684b,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,1.0,0e0c89053b2aa684b6e194462e84948f,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,1.0,4d0bce8b1ed89fff6467052acc219ab7,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,1.0,539d1652051e4ad7c4746611b14bd021,0.9123134328358208
baseball,weka.classifiers.lazy.KStar,COR,1.0,93241b0fdc2bab8cb99e46f9006f0066,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,1.0,edb27c2acfd93670e3cdad4d774e0761,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,2.0,042674fb876f7328de42420c8da4cff1,0.9216417910447762
baseball,weka.classifiers.lazy.KStar,COR,2.0,05f37c9764d724a4e94047734947684b,0.9216417910447762
baseball,weka.classifiers.lazy.KStar,COR,2.0,0e0c89053b2aa684b6e194462e84948f,0.9216417910447762
baseball,weka.classifiers.lazy.KStar,COR,2.0,4d0bce8b1ed89fff6467052acc219ab7,0.9216417910447762
baseball,weka.classifiers.lazy.KStar,COR,2.0,539d1652051e4ad7c4746611b14bd021,0.9113805970149256
baseball,weka.classifiers.lazy.KStar,COR,2.0,93241b0fdc2bab8cb99e46f9006f0066,0.9216417910447762
baseball,weka.classifiers.lazy.KStar,COR,2.0,edb27c2acfd93670e3cdad4d774e0761,0.9216417910447762
baseball,weka.classifiers.lazy.KStar,COR,3.0,042674fb876f7328de42420c8da4cff1,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,3.0,05f37c9764d724a4e94047734947684b,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,3.0,0e0c89053b2aa684b6e194462e84948f,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,3.0,4d0bce8b1ed89fff6467052acc219ab7,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,3.0,539d1652051e4ad7c4746611b14bd021,0.91044776119403
baseball,weka.classifiers.lazy.KStar,COR,3.0,93241b0fdc2bab8cb99e46f9006f0066,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,3.0,edb27c2acfd93670e3cdad4d774e0761,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,4.0,042674fb876f7328de42420c8da4cff1,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,4.0,05f37c9764d724a4e94047734947684b,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,4.0,0e0c89053b2aa684b6e194462e84948f,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,4.0,4d0bce8b1ed89fff6467052acc219ab7,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,4.0,539d1652051e4ad7c4746611b14bd021,0.91044776119403
baseball,weka.classifiers.lazy.KStar,COR,4.0,93241b0fdc2bab8cb99e46f9006f0066,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,4.0,edb27c2acfd93670e3cdad4d774e0761,0.9208955223880596
baseball,weka.classifiers.lazy.KStar,COR,5.0,042674fb876f7328de42420c8da4cff1,0.9201492537313432
baseball,weka.classifiers.lazy.KStar,COR,5.0,05f37c9764d724a4e94047734947684b,0.9201492537313432
baseball,weka.classifiers.lazy.KStar,COR,5.0,0e0c89053b2aa684b6e194462e84948f,0.9201492537313432
baseball,weka.classifiers.lazy.KStar,COR,5.0,4d0bce8b1ed89fff6467052acc219ab7,0.9201492537313432
baseball,weka.classifiers.lazy.KStar,COR,5.0,539d1652051e4ad7c4746611b14bd021,0.9095149253731344
baseball,weka.classifiers.lazy.KStar,COR,5.0,93241b0fdc2bab8cb99e46f9006f0066,0.9201492537313432
baseball,weka.classifiers.lazy.KStar,COR,5.0,edb27c2acfd93670e3cdad4d774e0761,0.9201492537313432
baseball,weka.classifiers.lazy.LWL,,0.0,794e904502702b2fc80158b509f180b4,0.9305970149253732
baseball,weka.classifiers.lazy.LWL,COR,1.0,107902f6fee18e12881b1321fd259427,0.9313432835820896
baseball,weka.classifiers.lazy.LWL,COR,1.0,2df9704a53d5c30298da4e73f6c9918f,0.9244402985074628
baseball,weka.classifiers.lazy.LWL,COR,1.0,610fc13c5ee797e82e3255e0f34c3e39,0.9313432835820896
baseball,weka.classifiers.lazy.LWL,COR,1.0,61608ec4c5650bf1535aca61fefc63e7,0.9313432835820896
baseball,weka.classifiers.lazy.LWL,COR,1.0,a787db2c100cd71e492b0934c2a06f46,0.9313432835820896
baseball,weka.classifiers.lazy.LWL,COR,1.0,b937294150100a5e5ed2d36f65628e91,0.9313432835820896
baseball,weka.classifiers.lazy.LWL,COR,1.0,bb8d6292170fb10b1e2c4712d643cfe4,0.9313432835820896
baseball,weka.classifiers.lazy.LWL,COR,2.0,107902f6fee18e12881b1321fd259427,0.9261194029850746
baseball,weka.classifiers.lazy.LWL,COR,2.0,2df9704a53d5c30298da4e73f6c9918f,0.9207089552238806
baseball,weka.classifiers.lazy.LWL,COR,2.0,610fc13c5ee797e82e3255e0f34c3e39,0.9261194029850746
baseball,weka.classifiers.lazy.LWL,COR,2.0,61608ec4c5650bf1535aca61fefc63e7,0.9261194029850746
baseball,weka.classifiers.lazy.LWL,COR,2.0,a787db2c100cd71e492b0934c2a06f46,0.9261194029850746
baseball,weka.classifiers.lazy.LWL,COR,2.0,b937294150100a5e5ed2d36f65628e91,0.9261194029850746
baseball,weka.classifiers.lazy.LWL,COR,2.0,bb8d6292170fb10b1e2c4712d643cfe4,0.9261194029850746
baseball,weka.classifiers.lazy.LWL,COR,3.0,107902f6fee18e12881b1321fd259427,0.9298507462686568
baseball,weka.classifiers.lazy.LWL,COR,3.0,2df9704a53d5c30298da4e73f6c9918f,0.9207089552238804
baseball,weka.classifiers.lazy.LWL,COR,3.0,610fc13c5ee797e82e3255e0f34c3e39,0.9298507462686568
baseball,weka.classifiers.lazy.LWL,COR,3.0,61608ec4c5650bf1535aca61fefc63e7,0.9298507462686568
baseball,weka.classifiers.lazy.LWL,COR,3.0,a787db2c100cd71e492b0934c2a06f46,0.9298507462686568
baseball,weka.classifiers.lazy.LWL,COR,3.0,b937294150100a5e5ed2d36f65628e91,0.9298507462686568
baseball,weka.classifiers.lazy.LWL,COR,3.0,bb8d6292170fb10b1e2c4712d643cfe4,0.9298507462686568
baseball,weka.classifiers.lazy.LWL,COR,4.0,107902f6fee18e12881b1321fd259427,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,4.0,2df9704a53d5c30298da4e73f6c9918f,0.9225746268656716
baseball,weka.classifiers.lazy.LWL,COR,4.0,610fc13c5ee797e82e3255e0f34c3e39,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,4.0,61608ec4c5650bf1535aca61fefc63e7,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,4.0,a787db2c100cd71e492b0934c2a06f46,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,4.0,b937294150100a5e5ed2d36f65628e91,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,4.0,bb8d6292170fb10b1e2c4712d643cfe4,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,5.0,107902f6fee18e12881b1321fd259427,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,5.0,2df9704a53d5c30298da4e73f6c9918f,0.9225746268656716
baseball,weka.classifiers.lazy.LWL,COR,5.0,610fc13c5ee797e82e3255e0f34c3e39,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,5.0,61608ec4c5650bf1535aca61fefc63e7,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,5.0,a787db2c100cd71e492b0934c2a06f46,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,5.0,b937294150100a5e5ed2d36f65628e91,0.9283582089552238
baseball,weka.classifiers.lazy.LWL,COR,5.0,bb8d6292170fb10b1e2c4712d643cfe4,0.9283582089552238
baseball,weka.classifiers.rules.JRip,,0.0,0a556c0e1cd77528896d2bb1ee0a60ee,0.9283582089552238
baseball,weka.classifiers.rules.JRip,COR,1.0,7184565b78f00f394dc22ae372176fc8,0.9328358208955224
baseball,weka.classifiers.rules.JRip,COR,1.0,8e7b63b448452550fe196034647729e7,0.9328358208955224
baseball,weka.classifiers.rules.JRip,COR,1.0,9dcd88876fdbcd862273d87bd86b69fa,0.9328358208955224
baseball,weka.classifiers.rules.JRip,COR,1.0,a400239101bdb23c9dd23201f905804c,0.9328358208955224
baseball,weka.classifiers.rules.JRip,COR,1.0,a5bf391db78b070c0b032d0e995d3039,0.9272388059701492
baseball,weka.classifiers.rules.JRip,COR,1.0,c5ad7a51684a69f52b4835ab8734d67f,0.9328358208955224
baseball,weka.classifiers.rules.JRip,COR,1.0,d67697d354731e57995e476406ec0c11,0.9328358208955224
baseball,weka.classifiers.rules.JRip,COR,2.0,7184565b78f00f394dc22ae372176fc8,0.9179104477611941
baseball,weka.classifiers.rules.JRip,COR,2.0,8e7b63b448452550fe196034647729e7,0.9179104477611941
baseball,weka.classifiers.rules.JRip,COR,2.0,9dcd88876fdbcd862273d87bd86b69fa,0.9179104477611941
baseball,weka.classifiers.rules.JRip,COR,2.0,a400239101bdb23c9dd23201f905804c,0.9179104477611941
baseball,weka.classifiers.rules.JRip,COR,2.0,a5bf391db78b070c0b032d0e995d3039,0.9113805970149254
baseball,weka.classifiers.rules.JRip,COR,2.0,c5ad7a51684a69f52b4835ab8734d67f,0.9179104477611941
baseball,weka.classifiers.rules.JRip,COR,2.0,d67697d354731e57995e476406ec0c11,0.9179104477611941
baseball,weka.classifiers.rules.JRip,COR,3.0,7184565b78f00f394dc22ae372176fc8,0.924626865671642
baseball,weka.classifiers.rules.JRip,COR,3.0,8e7b63b448452550fe196034647729e7,0.924626865671642
baseball,weka.classifiers.rules.JRip,COR,3.0,9dcd88876fdbcd862273d87bd86b69fa,0.924626865671642
baseball,weka.classifiers.rules.JRip,COR,3.0,a400239101bdb23c9dd23201f905804c,0.924626865671642
baseball,weka.classifiers.rules.JRip,COR,3.0,a5bf391db78b070c0b032d0e995d3039,0.9216417910447762
baseball,weka.classifiers.rules.JRip,COR,3.0,c5ad7a51684a69f52b4835ab8734d67f,0.924626865671642
baseball,weka.classifiers.rules.JRip,COR,3.0,d67697d354731e57995e476406ec0c11,0.924626865671642
baseball,weka.classifiers.rules.JRip,COR,4.0,7184565b78f00f394dc22ae372176fc8,0.9313432835820896
baseball,weka.classifiers.rules.JRip,COR,4.0,8e7b63b448452550fe196034647729e7,0.9313432835820896
baseball,weka.classifiers.rules.JRip,COR,4.0,9dcd88876fdbcd862273d87bd86b69fa,0.9313432835820896
baseball,weka.classifiers.rules.JRip,COR,4.0,a400239101bdb23c9dd23201f905804c,0.9313432835820896
baseball,weka.classifiers.rules.JRip,COR,4.0,a5bf391db78b070c0b032d0e995d3039,0.9235074626865672
baseball,weka.classifiers.rules.JRip,COR,4.0,c5ad7a51684a69f52b4835ab8734d67f,0.9313432835820896
baseball,weka.classifiers.rules.JRip,COR,4.0,d67697d354731e57995e476406ec0c11,0.9313432835820896
baseball,weka.classifiers.rules.JRip,COR,5.0,7184565b78f00f394dc22ae372176fc8,0.9291044776119404
baseball,weka.classifiers.rules.JRip,COR,5.0,8e7b63b448452550fe196034647729e7,0.9291044776119404
baseball,weka.classifiers.rules.JRip,COR,5.0,9dcd88876fdbcd862273d87bd86b69fa,0.9291044776119404
baseball,weka.classifiers.rules.JRip,COR,5.0,a400239101bdb23c9dd23201f905804c,0.9291044776119404
baseball,weka.classifiers.rules.JRip,COR,5.0,a5bf391db78b070c0b032d0e995d3039,0.9207089552238804
baseball,weka.classifiers.rules.JRip,COR,5.0,c5ad7a51684a69f52b4835ab8734d67f,0.9291044776119404
baseball,weka.classifiers.rules.JRip,COR,5.0,d67697d354731e57995e476406ec0c11,0.9291044776119404
baseball,weka.classifiers.rules.OneR,,0.0,4085d6343d582ac5af1d2507543a3d27,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,1.0,2ec7a56f8fd7c6d753a87523504f686c,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,1.0,7926f760a174c1a4384e873846cf972d,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,1.0,8f663b591685df6d4ce68782a1cafdb4,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,1.0,a04fd70f67bdbec4f87cf8e5bfba31d4,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,1.0,d689313e9783c2eb0e47e8d010afca78,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,1.0,dd966a434a256d547db55dbbaead1991,0.9001865671641791
baseball,weka.classifiers.rules.OneR,COR,1.0,fcdda705b2148bab449e5a7499791a36,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,2.0,2ec7a56f8fd7c6d753a87523504f686c,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,2.0,7926f760a174c1a4384e873846cf972d,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,2.0,8f663b591685df6d4ce68782a1cafdb4,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,2.0,a04fd70f67bdbec4f87cf8e5bfba31d4,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,2.0,d689313e9783c2eb0e47e8d010afca78,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,2.0,dd966a434a256d547db55dbbaead1991,0.9001865671641791
baseball,weka.classifiers.rules.OneR,COR,2.0,fcdda705b2148bab449e5a7499791a36,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,3.0,2ec7a56f8fd7c6d753a87523504f686c,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,3.0,7926f760a174c1a4384e873846cf972d,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,3.0,8f663b591685df6d4ce68782a1cafdb4,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,3.0,a04fd70f67bdbec4f87cf8e5bfba31d4,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,3.0,d689313e9783c2eb0e47e8d010afca78,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,3.0,dd966a434a256d547db55dbbaead1991,0.9001865671641791
baseball,weka.classifiers.rules.OneR,COR,3.0,fcdda705b2148bab449e5a7499791a36,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,4.0,2ec7a56f8fd7c6d753a87523504f686c,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,4.0,7926f760a174c1a4384e873846cf972d,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,4.0,8f663b591685df6d4ce68782a1cafdb4,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,4.0,a04fd70f67bdbec4f87cf8e5bfba31d4,0.906716417910448
baseball,weka.classifiers.rules.OneR,COR,4.0,d689313e9783c2eb0e47e8d010afca78,0.906716417910448
