% %  1. Title of Database: Abalone data
% %
% %  2. Sources:
% %
% %     (a) Original owners of database:
% %  	Marine Resources Division
% %  	Marine Research Laboratories - Taroona
% %  	Department of Primary Industry and Fisheries, Tasmania
% %  	GPO Box 619F, Hobart, Tasmania 7001, Australia
% %  	(contact: Warwick Nash +61 02 277277, wnash@dpi.tas.gov.au)
% %
% %     (b) Donor of database:
% %  	Sam Waugh (Sam.Waugh@cs.utas.edu.au)
% %  	Department of Computer Science, University of Tasmania
% %  	GPO Box 252C, Hobart, Tasmania 7001, Australia
% %
% %     (c) Date received: December 1995
% %
% %
% %  3. Past Usage:
% %
% %     Sam Waugh (1995) "Extending and benchmarking Cascade-Correlation", PhD
% %     thesis, Computer Science Department, University of Tasmania.
% %
% %     -- Test set performance (final 1044 examples, first 3133 used for training):
% %  	24.86% Cascade-Correlation (no hidden nodes)
% %  	26.25% Cascade-Correlation (5 hidden nodes)
% %  	21.5%  C4.5
% %  	 0.0%  Linear Discriminate Analysis
% %  	 3.57% k=5 Nearest Neighbour
% %        (Problem encoded as a classification task)
% %
% %     -- Data set samples are highly overlapped.  Further information is required
% %  	to separate completely using affine combinations.  Other restrictions
% %  	to data set examined.
% %
% %     David Clark, Zoltan Schreter, Anthony Adams "A Quantitative Comparison of
% %     Dystal and Backpropagation", submitted to the Australian Conference on
% %     Neural Networks (ACNN'96). Data set treated as a 3-category classification
% %     problem (grouping ring classes 1-8, 9 and 10, and 11 on).
% %
% %     -- Test set performance (3133 training, 1044 testing as above):
% %  	64%    Backprop
% %  	55%    Dystal
% %     -- Previous work (Waugh, 1995) on same data set:
% %  	61.40% Cascade-Correlation (no hidden nodes)
% %  	65.61% Cascade-Correlation (5 hidden nodes)
% %  	59.2%  C4.5
% %  	32.57% Linear Discriminate Analysis
% %  	62.46% k=5 Nearest Neighbour
% %
% %
% %  4. Relevant Information Paragraph:
% %
% %     Predicting the age of abalone from physical measurements.  The age of
% %     abalone is determined by cutting the shell through the cone, staining it,
% %     and counting the number of rings through a microscope -- a boring and
% %     time-consuming task.  Other measurements, which are easier to obtain, are
% %     used to predict the age.  Further information, such as weather patterns
% %     and location (hence food availability) may be required to solve the problem.
% %
% %     From the original data examples with missing values were removed (the
% %     majority having the predicted value missing), and the ranges of the
% %     continuous values have been scaled for use with an ANN (by dividing by 200).
% %
% %     Data comes from an original (non-machine-learning) study:
% %
% %  	Warwick J Nash, Tracy L Sellers, Simon R Talbot, Andrew J Cawthorn and
% %  	Wes B Ford (1994) "The Population Biology of Abalone (_Haliotis_
% %  	species) in Tasmania. I. Blacklip Abalone (_H. rubra_) from the North
% %  	Coast and Islands of Bass Strait", Sea Fisheries Division, Technical
% %  	Report No. 48 (ISSN 1034-3288)
% %
% %
% %  5. Number of Instances: 4177
% %
% %
% %  6. Number of Attributes: 8
% %
% %
% %  7. Attribute information:
% %
% %     Given is the attribute name, attribute type, the measurement unit and a
% %     brief description.  The number of rings is the value to predict: either
% %     as a continuous value or as a classification problem.
% %
% %  	Name		Data Type	Meas.	Description
% %  	----		---------	-----	-----------
% %  	Sex		nominal			M, F, and I (infant)
% %  	Length		continuous	mm	Longest shell measurement
% %  	Diameter	continuous	mm	perpendicular to length
% %  	Height		continuous	mm	with meat in shell
% %  	Whole weight	continuous	grams	whole abalone
% %  	Shucked weight	continuous	grams	weight of meat
% %  	Viscera weight	continuous	grams	gut weight (after bleeding)
% %  	Shell weight	continuous	grams	after being dried
% %  	Rings		integer			+1.5 gives the age in years
% %
% %     Statistics for numeric domains:
% %
% %  		Length	Diam	Height	Whole	Shucked	Viscera	Shell	Rings
% %  	Min	0.075	0.055	0.000	0.002	0.001	0.001	0.002	    1
% %  	Max	0.815	0.650	1.130	2.826	1.488	0.760	1.005	   29
% %  	Mean	0.524	0.408	0.140	0.829	0.359	0.181	0.239	9.934
% %  	SD	0.120	0.099	0.042	0.490	0.222	0.110	0.139	3.224
% %  	Correl	0.557	0.575	0.557	0.540	0.421	0.504	0.628	  1.0
% %
% %
% %  8. Missing Attribute Values: None
% %
% %
% %  9. Class Distribution:
% %
% %  	Class	Examples
% %  	-----	--------
% %  	1	1
% %  	2	1
% %  	3	15
% %  	4	57
% %  	5	115
% %  	6	259
% %  	7	391
% %  	8	568
% %  	9	689
% %  	10	634
% %  	11	487
% %  	12	267
% %  	13	203
% %  	14	126
% %  	15	103
% %  	16	67
% %  	17	58
% %  	18	42
% %  	19	32
% %  	20	26
% %  	21	14
% %  	22	6
% %  	23	9
% %  	24	2
% %  	25	1
% %  	26	1
% %  	27	2
% %  	29	1
% %  	-----	----
% %  	Total	4177s
@RELATION abalone

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE V1 {F, I, M}
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE Class {1, 2, 3}

@DATA
935.0,I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,0.5688289394941572,1
936.0,I,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,0.5819868342309994,1
937.0,I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,0.5653201675643327,1
938.0,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,0.5127508178599216,1
940.0,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,0.5127508178599216,1
941.0,I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,0.5688289394941572,1
942.0,I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,0.5127508178599216,1
943.0,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,0.5127508178599216,1
944.0,F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,0.5970765808706705,1
945.0,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,0.5806499044258198,1
946.0,F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,0.7304099142040038,1
948.0,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,0.5831258536519113,1
949.0,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,0.5666991772070604,1
950.0,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,0.5806499044258198,1
951.0,M,0.48,0.36,0.1,0.439,0.194,0.099,0.115,0.663983237759153,1
952.0,M,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,0.5806499044258198,1
953.0,F,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,0.5831258536519113,1
954.0,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,0.5666991772070604,1
956.0,M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,0.6412559650318803,1
957.0,M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,0.5666991772070604,1
959.0,M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,0.5666991772070604,1
960.0,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,0.663983237759153,1
962.0,I,0.505,0.39,0.15,0.685,0.362,0.131,0.156,0.5351744186046512,1
963.0,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,0.5333333333333333,2
964.0,I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,0.6666666666666667,1
965.0,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,0.5742703190988661,1
966.0,I,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,0.5127508178599216,1
967.0,I,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,0.5351744186046512,1
969.0,M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,0.5742703190988661,1
971.0,M,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,0.663983237759153,1
972.0,F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,0.5831258536519113,1
975.0,F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,0.5970765808706705,1
976.0,M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,0.8713109128345916,1
977.0,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,0.5831258536519113,1
978.0,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,0.6785714285714286,1
980.0,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,0.44051466187911426,2
981.0,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,0.37550873068101226,2
982.0,F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,0.37550873068101226,2
984.0,M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,0.5071813285457809,2
985.0,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,0.4119432333076857,2
987.0,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,0.663983237759153,1
989.0,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,0.5905146618791143,2
990.0,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,0.4655146618791143,2
991.0,F,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,0.6582100070472163,1
992.0,F,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,0.7361111111111112,1
994.0,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,0.6582100070472163,1
995.0,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,0.5071813285457809,2
996.0,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,0.7104166666666667,3
997.0,M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,0.8242098724281082,1
999.0,F,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,0.6390374331550802,3
1001.0,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,0.5071813285457809,2
1002.0,F,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,0.5905146618791143,2
1003.0,M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,0.4738479952124476,2
1006.0,M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,0.7048611111111112,3
1008.0,M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,0.383751912433438,2
1010.0,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,0.33330121182025385,3
1011.0,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,0.5963114754098361,2
1012.0,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,0.48214285714285715,2
1013.0,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,0.5940303124033406,2
1015.0,F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,0.5963114754098361,2
1016.0,M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,0.827145612343298,1
1017.0,F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,0.4703556467470292,3
1018.0,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,0.8435064935064935,1
1019.0,M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,0.5,3
1020.0,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,0.5071813285457809,2
1021.0,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,0.5905146618791143,2
1022.0,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,0.5666666666666667,3
1023.0,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,0.6304023845007451,2
1024.0,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,0.45020853943013467,2
1025.0,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,0.5774985038898863,3
1026.0,M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,0.8357240437158471,1
1027.0,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,0.879529777518702,1
1028.0,M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,0.49022164276401564,3
1029.0,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,0.45020853943013467,2
1030.0,F,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,0.75,2
1031.0,M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,0.5071813285457809,2
1032.0,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,0.625,3
1033.0,M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,0.7639852057327785,2
1034.0,F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,0.7690860904505428,2
1035.0,F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,0.6882947118241236,2
1036.0,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,0.5703556467470292,3
1037.0,M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,0.7639852057327785,2
1038.0,M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,0.7639852057327785,2
1039.0,F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,0.879529777518702,1
1040.0,M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,0.4715663005000558,3
1041.0,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,0.6882947118241236,2
1042.0,F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,0.49416517055655296,3
1044.0,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,0.8327478532396565,1
1045.0,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,0.7342233009708738,2
1046.0,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,0.7052803577571379,2
1047.0,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,0.49416517055655296,3
1049.0,M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,0.7342233009708738,2
1051.0,F,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,0.6191651705565531,3
1052.0,M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,0.6274985038898864,3
1053.0,I,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,0.4951447289678415,1
1055.0,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,0.498653500897666,1
1056.0,I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,0.4951447289678415,1
1057.0,I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,0.498653500897666,1
1059.0,I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,0.5462725485167137,1
1060.0,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,0.5065900088341739,1
1061.0,I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,0.5592595615037267,1
1062.0,I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,0.4512253111849072,1
1063.0,I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,0.498653500897666,1
1064.0,I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,0.5128378980607866,1
1065.0,I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,0.6097646120087772,1
1066.0,I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,0.498653500897666,1
1067.0,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,0.498653500897666,1
1068.0,I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,0.47484397708814224,1
1069.0,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,0.5819868342309994,1
1070.0,I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,0.47484397708814224,1
1071.0,I,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,0.6319868342309993,1
1073.0,I,0.405,0.3,0.11,0.32,0.172,0.044,0.093,0.5462725485167137,1
1074.0,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,0.498653500897666,1
1075.0,I,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,0.3583026237046836,1
1076.0,I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,0.6177011199452851,1
1077.0,I,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,0.5242945265386917,1
1078.0,I,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,0.4569868342309994,1
1079.0,I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,0.498653500897666,1
1080.0,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,0.5666991772070604,1
1081.0,I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,0.4653201675643327,1
1082.0,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,0.5127508178599216,1
1084.0,I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,0.5127508178599216,1
1085.0,I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,0.5127508178599216,1
1086.0,I,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,0.498653500897666,1
1088.0,I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,0.5592595615037267,1
1089.0,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,0.4653201675643327,1
1091.0,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,0.498653500897666,1
1092.0,I,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,0.5127508178599216,1
1094.0,I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,0.5127508178599216,1
1095.0,I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,0.5127508178599216,1
1096.0,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,0.5127508178599216,1
1097.0,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,0.5127508178599216,1
1099.0,I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,0.6097646120087772,1
1101.0,I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,0.5462725485167137,1
1103.0,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,0.5831258536519113,1
1104.0,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,0.5351744186046512,1
1105.0,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,0.5970765808706705,1
1106.0,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,0.6870858239888302,2
1107.0,I,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,0.5819868342309994,1
1108.0,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,0.5127508178599216,1
1110.0,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,0.5127508178599216,1
1111.0,I,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,0.5819868342309994,1
1112.0,F,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,0.5927159394479073,1
1113.0,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,0.5127508178599216,1
1114.0,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,0.6870858239888302,2
1115.0,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,0.6318840579710145,2
1116.0,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,0.5127508178599216,1
1117.0,I,0.53,0.4,0.125,0.617,0.279,0.127,0.19,0.5333333333333334,1
1118.0,I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,0.6962790697674419,2
1119.0,I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,0.6870858239888302,2
1120.0,M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,0.5742703190988661,1
1121.0,M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,0.5789914959875434,2
1122.0,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,0.5789914959875434,2
1123.0,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,0.5831258536519113,1
1126.0,M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,0.5328223541868066,2
1128.0,F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,0.7467166979362101,1
1129.0,M,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,0.5804259702286019,1
1130.0,M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,0.4655146618791143,2
1131.0,M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,0.6201388888888889,1
1132.0,F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,0.37550873068101226,2
1134.0,F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,0.5927159394479073,1
1135.0,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,0.8128205128205128,1
1136.0,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,0.5927159394479073,1
1138.0,M,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,0.3405146618791143,2
1139.0,F,0.575,0.47,0.165,0.869,0.435,0.197,0.238,0.5238095238095238,2
1140.0,M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,0.35536614702762914,2
1141.0,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,0.6870858239888302,2
1143.0,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,0.3405146618791143,2
1144.0,M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,0.5833333333333334,1
1145.0,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,0.7342233009708738,2
1146.0,M,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,0.3405146618791143,2
1147.0,M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,0.5952380952380952,2
1148.0,M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,0.5806499044258198,1
1149.0,F,0.58,0.45,0.155,0.93,0.385,0.246,0.265,0.5677873891518416,2
1150.0,M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,0.38596920733365975,2
1151.0,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,0.5742703190988661,1
1152.0,M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,0.5806499044258198,1
1153.0,F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,0.3951365106186101,2
1154.0,M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,0.8242098724281082,1
1155.0,F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,0.6582100070472163,1
1156.0,M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,0.5071813285457809,2
1157.0,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,0.3951365106186101,2
1158.0,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,0.5071813285457809,2
1159.0,M,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,0.383751912433438,2
1160.0,F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,0.5940303124033406,2
1161.0,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,0.8242098724281082,1
1162.0,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,0.5071813285457809,2
1163.0,M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,0.383751912433438,2
1164.0,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,0.383751912433438,2
1165.0,F,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,0.5488479952124476,2
1166.0,F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,0.3951365106186101,2
1167.0,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,0.8242098724281082,1
1168.0,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,0.5804259702286019,1
1169.0,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,0.8055555555555556,1
1170.0,F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,0.47687829824275063,2
1171.0,M,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,0.827145612343298,1
1172.0,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,0.8242098724281082,1
1173.0,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,0.44051466187911426,2
1174.0,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,0.6738479952124476,2
1175.0,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,0.4314237527882052,2
1176.0,M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,0.5071813285457809,2
1178.0,F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,0.5667660208643815,2
1180.0,M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,0.4715663005000558,3
1182.0,F,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,0.414165170556553,3
1183.0,M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,0.8268770117523767,1
1184.0,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,0.6870858239888302,2
1185.0,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,0.5071813285457809,2
1186.0,F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,0.4236523500437325,3
1187.0,M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,0.47687829824275063,2
1188.0,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,0.5667660208643815,2
1189.0,M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,0.5408318372232197,3
1191.0,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,0.7342233009708738,2
1192.0,M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,0.7342233009708738,2
1194.0,F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,0.6882947118241236,2
1197.0,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,0.5484287364480258,3
1200.0,F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,0.6874565429008483,2
1201.0,M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,0.827145612343298,1
1202.0,M,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,0.5408318372232197,3
1203.0,F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,0.6093166857080681,3
1204.0,M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,0.5484287364480258,3
1205.0,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,0.5408318372232197,3
1206.0,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,0.6666666666666667,3
1207.0,F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,0.6191651705565531,3
1209.0,F,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,0.6191651705565531,3
1210.0,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,0.748653500897666,1
1211.0,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,0.5688289394941572,1
1212.0,I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,0.5462725485167137,1
1213.0,I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,0.5688289394941572,1
1214.0,I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,0.6653201675643328,1
1215.0,I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,0.5378691871721759,1
1216.0,I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,0.7911705077003872,1
1217.0,I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,0.4512253111849072,1
1218.0,I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,0.5462725485167137,1
1219.0,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,0.6319868342309993,1
1220.0,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,0.498653500897666,1
1221.0,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,0.5819868342309994,1
1222.0,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,0.4012176034617686,1
1223.0,I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,0.5119868342309994,1
1224.0,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,0.5119868342309994,1
1226.0,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,0.4790456577604112,1
