% 1. Title: Balance Scale Weight & Distance Database
%
% 2. Source Information:
%    (a) Source: Generated to model psychological experiments reported
% 		by Siegler, R. S. (1976).  Three Aspects of Cognitive
% 		Development.  Cognitive Psychology, 8, 481-520.
%    (b) Donor: Tim Hume (hume@ics.uci.edu)
%    (c) Date: 22 April 1994
%
% 3. Past Usage: (possibly different formats of this data)
%   - Publications
% 	1. Klahr, D., & Siegler, R.S. (1978).  The Representation of
% 	   Children's Knowledge.  In H. W. Reese & L. P. Lipsitt (Eds.),
% 	   Advances in Child Development and Behavior, pp. 61-116.  New
% 	   York: Academic Press
% 	2. Langley,P. (1987).  A General Theory of Discrimination
% 	   Learning.  In D. Klahr, P. Langley, & R. Neches (Eds.),
% 	   Production System Models of Learning and Development, pp.
% 	   99-161. Cambridge, MA: MIT Press
% 	3. Newell, A. (1990).  Unified Theories of Cognition.
% 	   Cambridge, MA: Harvard University Press
% 	4. McClelland, J.L. (1988).  Parallel Distibuted Processing:
% 	   Implications for Cognition and Development.  Technical
% 	   Report AIP-47, Department of Psychology, Carnegie-Mellon
% 	   University
% 	5. Shultz, T., Mareschal, D., & Schmidt, W. (1994).  Modeling
% 	   Cognitive Development on Balance Scale Phenomena. Machine
% 	   Learning, Vol. 16, pp. 59-88.
%
% 4. Relevant Information:
% 	This data set was generated to model psychological
% 	experimental results.  Each example is classified as having the
% 	balance scale tip to the right, tip to the left, or be
% 	balanced.  The attributes are the left weight, the left
% 	distance, the right weight, and the right distance.  The
% 	correct way to find the class is the greater of
% 	(left-distance * left-weight) and (right-distance *
% 	right-weight).  If they are equal, it is balanced.
%
% 5. Number of Instances: 625 (49 balanced, 288 left, 288 right)
%
% 6. Number of Attributes: 4 (numeric) + class name = 5
%
% 7. Attribute Information:
% 	1. Class Name: 3 (L, B, R)
% 	2. Left-Weight: 5 (1, 2, 3, 4, 5)
% 	3. Left-Distance: 5 (1, 2, 3, 4, 5)
% 	4. Right-Weight: 5 (1, 2, 3, 4, 5)
% 	5. Right-Distance: 5 (1, 2, 3, 4, 5)
%
% 8. Missing Attribute Values:
% 	none
%
% 9. Class Distribution:
%   1. 46.08 percent are L
%   2. 07.84 percent are B
%   3. 46.08 percent are R
%
@RELATION balance-scale

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE left-weight REAL
@ATTRIBUTE left-distance REAL
@ATTRIBUTE right-weight REAL
@ATTRIBUTE right-distance REAL
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE class {L, B, R}

@DATA
476.0,4.0,5.0,1.0,2.0,0.4842857142857143,L
477.0,4.0,5.0,1.0,3.0,0.5700000000000001,L
478.0,4.0,5.0,1.0,4.0,0.3414285714285714,L
479.0,4.0,5.0,1.0,5.0,0.4842857142857143,L
480.0,4.0,5.0,2.0,1.0,0.3238461538461539,L
481.0,4.0,5.0,2.0,2.0,0.3238461538461539,L
482.0,4.0,5.0,2.0,3.0,0.6965069413345275,L
484.0,4.0,5.0,2.0,5.0,0.40636363636363637,L
485.0,4.0,5.0,3.0,1.0,0.3238461538461539,L
487.0,4.0,5.0,3.0,3.0,0.6965069413345275,L
489.0,4.0,5.0,3.0,5.0,0.7068965517241379,L
490.0,4.0,5.0,4.0,1.0,0.44881085098476403,L
491.0,4.0,5.0,4.0,2.0,0.37,L
492.0,4.0,5.0,4.0,3.0,0.37,L
493.0,4.0,5.0,4.0,4.0,0.7068965517241379,L
494.0,4.0,5.0,4.0,5.0,0.46,B
496.0,4.0,5.0,5.0,2.0,0.43666666666666665,L
497.0,4.0,5.0,5.0,3.0,0.681896551724138,L
498.0,4.0,5.0,5.0,4.0,0.5314285714285715,B
499.0,4.0,5.0,5.0,5.0,0.6904761904761905,R
502.0,5.0,1.0,1.0,3.0,0.6387959866220736,L
504.0,5.0,1.0,1.0,5.0,0.5631313131313131,B
505.0,5.0,1.0,2.0,1.0,0.40636363636363637,L
506.0,5.0,1.0,2.0,2.0,0.40636363636363637,L
507.0,5.0,1.0,2.0,3.0,0.834051724137931,R
508.0,5.0,1.0,2.0,4.0,0.5252525252525253,R
509.0,5.0,1.0,2.0,5.0,0.7894088669950738,R
510.0,5.0,1.0,3.0,1.0,0.43666666666666665,L
511.0,5.0,1.0,3.0,2.0,0.7933333333333333,R
512.0,5.0,1.0,3.0,3.0,0.3501526717557252,R
513.0,5.0,1.0,3.0,4.0,0.5252525252525253,R
514.0,5.0,1.0,3.0,5.0,0.5252525252525253,R
515.0,5.0,1.0,4.0,1.0,0.7555095277547639,L
517.0,5.0,1.0,4.0,3.0,0.3501526717557252,R
518.0,5.0,1.0,4.0,4.0,0.3501526717557252,R
519.0,5.0,1.0,4.0,5.0,0.5252525252525253,R
520.0,5.0,1.0,5.0,1.0,0.812206572769953,B
521.0,5.0,1.0,5.0,2.0,0.43666666666666665,R
522.0,5.0,1.0,5.0,3.0,0.43666666666666665,R
523.0,5.0,1.0,5.0,4.0,0.3501526717557252,R
525.0,5.0,2.0,1.0,1.0,0.3414285714285714,L
527.0,5.0,2.0,1.0,3.0,0.6387959866220736,L
528.0,5.0,2.0,1.0,4.0,0.6387959866220736,L
529.0,5.0,2.0,1.0,5.0,0.6442307692307692,L
530.0,5.0,2.0,2.0,1.0,0.3414285714285714,L
531.0,5.0,2.0,2.0,2.0,0.40636363636363637,L
532.0,5.0,2.0,2.0,3.0,0.40636363636363637,L
533.0,5.0,2.0,2.0,4.0,0.7583333333333333,L
534.0,5.0,2.0,2.0,5.0,0.5631313131313131,B
535.0,5.0,2.0,3.0,1.0,0.7555095277547639,L
536.0,5.0,2.0,3.0,2.0,0.7555095277547639,L
537.0,5.0,2.0,3.0,3.0,0.9013377926421404,L
538.0,5.0,2.0,3.0,4.0,0.6888888888888889,R
539.0,5.0,2.0,3.0,5.0,0.5252525252525253,R
541.0,5.0,2.0,4.0,2.0,0.7555095277547639,L
542.0,5.0,2.0,4.0,3.0,0.5700000000000001,R
543.0,5.0,2.0,4.0,4.0,0.43666666666666665,R
544.0,5.0,2.0,4.0,5.0,0.5252525252525253,R
545.0,5.0,2.0,5.0,1.0,0.7555095277547639,L
546.0,5.0,2.0,5.0,2.0,0.812206572769953,B
547.0,5.0,2.0,5.0,3.0,0.43666666666666665,R
548.0,5.0,2.0,5.0,4.0,0.43666666666666665,R
551.0,5.0,3.0,1.0,2.0,0.43666666666666665,L
553.0,5.0,3.0,1.0,4.0,0.3325,L
554.0,5.0,3.0,1.0,5.0,0.3325,L
555.0,5.0,3.0,2.0,1.0,0.3414285714285714,L
556.0,5.0,3.0,2.0,2.0,0.43666666666666665,L
557.0,5.0,3.0,2.0,3.0,0.3325,L
558.0,5.0,3.0,2.0,4.0,0.3325,L
559.0,5.0,3.0,2.0,5.0,0.37,L
560.0,5.0,3.0,3.0,1.0,0.3414285714285714,L
561.0,5.0,3.0,3.0,2.0,0.43666666666666665,L
562.0,5.0,3.0,3.0,3.0,0.43666666666666665,L
563.0,5.0,3.0,3.0,4.0,0.6911057692307692,L
564.0,5.0,3.0,3.0,5.0,0.784375,B
566.0,5.0,3.0,4.0,2.0,0.7555095277547639,L
568.0,5.0,3.0,4.0,4.0,0.5555555555555556,R
569.0,5.0,3.0,4.0,5.0,0.5252525252525253,R
570.0,5.0,3.0,5.0,1.0,0.7555095277547639,L
573.0,5.0,3.0,5.0,4.0,0.7738095238095238,R
574.0,5.0,3.0,5.0,5.0,0.5252525252525253,R
577.0,5.0,4.0,1.0,3.0,0.3414285714285714,L
578.0,5.0,4.0,1.0,4.0,0.3414285714285714,L
579.0,5.0,4.0,1.0,5.0,0.43666666666666665,L
580.0,5.0,4.0,2.0,1.0,0.37,L
581.0,5.0,4.0,2.0,2.0,0.37,L
582.0,5.0,4.0,2.0,3.0,0.3325,L
583.0,5.0,4.0,2.0,4.0,0.3325,L
584.0,5.0,4.0,2.0,5.0,0.37,L
586.0,5.0,4.0,3.0,2.0,0.3238461538461539,L
588.0,5.0,4.0,3.0,4.0,0.6911057692307692,L
589.0,5.0,4.0,3.0,5.0,0.6911057692307692,L
590.0,5.0,4.0,4.0,1.0,0.3811111111111111,L
592.0,5.0,4.0,4.0,3.0,0.6722811671087534,L
594.0,5.0,4.0,4.0,5.0,0.46,B
595.0,5.0,4.0,5.0,1.0,0.43666666666666665,L
596.0,5.0,4.0,5.0,2.0,0.43666666666666665,L
597.0,5.0,4.0,5.0,3.0,0.6722811671087534,L
598.0,5.0,4.0,5.0,4.0,0.6266666666666667,B
599.0,5.0,4.0,5.0,5.0,0.7571428571428571,R
600.0,5.0,5.0,1.0,1.0,0.43666666666666665,L
601.0,5.0,5.0,1.0,2.0,0.43666666666666665,L
602.0,5.0,5.0,1.0,3.0,0.43666666666666665,L
603.0,5.0,5.0,1.0,4.0,0.3414285714285714,L
605.0,5.0,5.0,2.0,1.0,0.3238461538461539,L
606.0,5.0,5.0,2.0,2.0,0.3238461538461539,L
607.0,5.0,5.0,2.0,3.0,0.43666666666666665,L
608.0,5.0,5.0,2.0,4.0,0.40636363636363637,L
609.0,5.0,5.0,2.0,5.0,0.40636363636363637,L
610.0,5.0,5.0,3.0,1.0,0.3238461538461539,L
611.0,5.0,5.0,3.0,2.0,0.3238461538461539,L
612.0,5.0,5.0,3.0,3.0,0.37,L
613.0,5.0,5.0,3.0,4.0,0.40636363636363637,L
614.0,5.0,5.0,3.0,5.0,0.6735632183908047,L
615.0,5.0,5.0,4.0,1.0,0.43666666666666665,L
616.0,5.0,5.0,4.0,2.0,0.43666666666666665,L
617.0,5.0,5.0,4.0,3.0,0.37,L
619.0,5.0,5.0,4.0,5.0,0.6735632183908047,L
620.0,5.0,5.0,5.0,1.0,0.43666666666666665,L
621.0,5.0,5.0,5.0,2.0,0.43666666666666665,L
622.0,5.0,5.0,5.0,3.0,0.6722811671087534,L
623.0,5.0,5.0,5.0,4.0,0.6722811671087534,L
624.0,5.0,5.0,5.0,5.0,0.46,B
