@RELATION titanic

@ATTRIBUTE pclass NUMERIC
@ATTRIBUTE sex {female, male}
@ATTRIBUTE age NUMERIC
@ATTRIBUTE sibsp NUMERIC
@ATTRIBUTE parch NUMERIC
@ATTRIBUTE ticket STRING
@ATTRIBUTE fare NUMERIC
@ATTRIBUTE cabin STRING
@ATTRIBUTE embarked {C, Q, S}
@ATTRIBUTE boat STRING
@ATTRIBUTE body NUMERIC
@ATTRIBUTE home.dest STRING
@ATTRIBUTE survived {0, 1}

@DATA
1.0,male,67.0,1.0,0.0,'PC 17483',221.7792,'C55 C57',S,?,96.0,'New York NY',0
1.0,female,63.0,1.0,0.0,'PC 17483',221.7792,'C55 C57',S,?,?,'New York NY',0
1.0,male,61.0,0.0,0.0,'36963',32.3208,D50,S,?,46.0,'Haddenfield NJ',0
1.0,female,48.0,0.0,0.0,'17466',25.9292,D17,S,8,?,'Brooklyn NY',1
1.0,female,18.0,0.0,2.0,'110413',79.65,E68,S,8,?,'New York NY',1
1.0,male,52.0,1.0,1.0,'110413',79.65,E67,S,?,?,'New York NY',0
1.0,female,39.0,1.0,1.0,'110413',79.65,E67,S,8,?,'New York NY',1
1.0,male,48.0,1.0,0.0,'19996',52.0,C126,S,'5 7',?,'London / East Orange NJ',1
1.0,female,?,1.0,0.0,'19996',52.0,C126,S,'5 7',?,'London / East Orange NJ',1
1.0,male,49.0,1.0,1.0,'17421',110.8833,C68,C,?,?,'Haverford PA',0
1.0,male,17.0,0.0,2.0,'17421',110.8833,C70,C,B,?,'Haverford PA',1
1.0,female,39.0,1.0,1.0,'17421',110.8833,C68,C,4,?,'Haverford PA',1
1.0,female,?,0.0,0.0,'PC 17585',79.2,?,C,D,?,'New York NY',1
1.0,male,31.0,0.0,0.0,'2543',28.5375,C53,C,7,?,'Albany NY',1
1.0,male,40.0,0.0,0.0,'PC 17601',27.7208,?,C,?,?,'Mexico City Mexico',0
1.0,male,61.0,0.0,0.0,'111240',33.5,B19,S,?,245.0,'Brooklyn NY',0
1.0,male,47.0,0.0,0.0,'36967',34.0208,D46,S,?,?,'East Orange NJ',0
1.0,female,35.0,0.0,0.0,'PC 17755',512.3292,?,C,3,?,?,1
1.0,male,64.0,1.0,0.0,'110813',75.25,D37,C,?,?,'Portland OR',0
1.0,female,60.0,1.0,0.0,'110813',75.25,D37,C,5,?,'Portland OR',1
1.0,male,60.0,0.0,0.0,'113800',26.55,?,S,?,?,'England Salt Lake City Utah',0
1.0,male,54.0,0.0,1.0,'35281',77.2875,D26,S,?,?,'Brunswick ME',0
1.0,male,21.0,0.0,1.0,'35281',77.2875,D26,S,?,169.0,'Brunswick ME',0
1.0,female,55.0,0.0,0.0,'PC 17760',135.6333,C32,C,8,?,'New York NY / Briarcliff Manor NY',1
1.0,female,31.0,0.0,2.0,'36928',164.8667,C7,S,8,?,'Youngstown OH',1
1.0,male,57.0,1.0,1.0,'36928',164.8667,?,S,?,?,'Youngstown OH',0
1.0,female,45.0,1.0,1.0,'36928',164.8667,?,S,8,?,'Youngstown OH',1
1.0,male,50.0,1.0,1.0,'113503',211.5,C80,C,?,?,'Elkins Park PA',0
1.0,male,27.0,0.0,2.0,'113503',211.5,C82,C,?,?,'Elkins Park PA',0
1.0,female,50.0,1.0,1.0,'113503',211.5,C80,C,4,?,'Elkins Park PA',1
1.0,female,21.0,0.0,0.0,'113795',26.55,?,S,'8 10',?,'Duluth MN',1
1.0,male,51.0,0.0,1.0,'PC 17597',61.3792,?,C,?,?,'Geneva Switzerland / Radnor',0
1.0,male,21.0,0.0,1.0,'PC 17597',61.3792,?,C,A,?,'Geneva Switzerland / Radnor',1
1.0,male,?,0.0,0.0,'113510',35.0,C128,S,?,?,'London England',0
1.0,female,31.0,0.0,0.0,'16966',134.5,'E39 E41',C,3,?,?,1
1.0,male,?,0.0,0.0,'19947',35.5,C52,S,D,?,'London England',1
1.0,male,62.0,0.0,0.0,'113807',26.55,?,S,?,?,'Halifax NS',0
1.0,female,36.0,0.0,0.0,'PC 17760',135.6333,C32,C,8,?,'New York NY / Washington',1
2.0,male,30.0,1.0,0.0,'P/PP 3381',24.0,?,C,?,?,'Russia New York NY',0
2.0,female,28.0,1.0,0.0,'P/PP 3381',24.0,?,C,10,?,'Russia New York NY',1
2.0,male,30.0,0.0,0.0,'248744',13.0,?,S,?,?,'Bryn Mawr PA',0
2.0,male,18.0,0.0,0.0,'231945',11.5,?,S,?,?,'Buenos Aires Argentina / New Jersey',0
2.0,male,25.0,0.0,0.0,'C.A. 34050',10.5,?,S,?,?,'Cornwall England Houghton',0
2.0,male,34.0,1.0,0.0,'226875',26.0,?,S,?,?,'Warwick England',0
2.0,female,36.0,1.0,0.0,'226875',26.0,?,S,11,?,'Warwick England',1
2.0,male,57.0,0.0,0.0,'244346',13.0,?,S,?,?,'West Hoboken NJ',0
2.0,male,18.0,0.0,0.0,'29108',11.5,?,S,?,?,'Penzance Cornwall / Akron',0
2.0,male,23.0,0.0,0.0,'C.A. 31030',10.5,?,S,?,?,'Guernsey',0
2.0,female,36.0,0.0,0.0,'28551',13.0,D,S,10,?,'Bristol Avon / Jacksonville',1
2.0,male,28.0,0.0,0.0,'C.A./SOTON 34068',10.5,?,S,?,?,'Plymouth Dorset / Houghton',0
2.0,male,51.0,0.0,0.0,'S.O.P. 1166',12.525,?,S,?,174.0,'Jacksonville FL',0
2.0,male,32.0,1.0,0.0,'2908',26.0,?,S,13,?,'Norwich / New York NY',1
2.0,female,19.0,1.0,0.0,'2908',26.0,?,S,13,?,'Norwich / New York NY',1
2.0,male,28.0,0.0,0.0,'244358',26.0,?,S,?,?,'England',0
2.0,male,1.0,2.0,1.0,'230136',39.0,F4,S,11,?,'Guntur India / Benton Harbour',1
2.0,female,4.0,2.0,1.0,'230136',39.0,F4,S,11,?,'Guntur India / Benton Harbour',1
2.0,female,12.0,2.0,1.0,'230136',39.0,F4,S,13,?,'Guntur India / Benton Harbour',1
2.0,female,36.0,0.0,3.0,'230136',39.0,F4,S,11,?,'Guntur India / Benton Harbour',1
2.0,male,34.0,0.0,0.0,'248698',13.0,D56,S,13,?,'London',1
2.0,female,19.0,0.0,0.0,'28404',13.0,?,S,12,?,'Rochester NY',1
2.0,male,23.0,0.0,0.0,'28425',13.0,?,S,?,?,'St Ives Cornwall / Calumet',0
2.0,male,26.0,0.0,0.0,'237670',13.0,?,S,?,?,'Elmira NY / Orange',0
2.0,male,42.0,0.0,0.0,'211535',13.0,?,S,?,?,'London',0
2.0,male,27.0,0.0,0.0,'220367',13.0,?,S,?,?,'Lake Arthur Chavez County',0
2.0,female,24.0,0.0,0.0,'248733',13.0,F33,S,11,?,'London / Montreal PQ',1
2.0,female,15.0,0.0,2.0,'29750',39.0,?,S,14,?,'Cape Town South Africa / Seattle',1
2.0,male,60.0,1.0,1.0,'29750',39.0,?,S,?,?,'Cape Town South Africa / Seattle',0
2.0,female,40.0,1.0,1.0,'29750',39.0,?,S,14,?,'Cape Town South Africa / Seattle',1
2.0,female,20.0,1.0,0.0,'236853',26.0,?,S,12,?,'Skara Sweden / Rockford',1
2.0,male,25.0,1.0,0.0,'236853',26.0,?,S,?,?,'Skara Sweden / Rockford',0
2.0,female,36.0,0.0,0.0,'27849',13.0,?,S,9,?,'Sittingbourne England / San Diego',1
2.0,male,25.0,0.0,0.0,'234686',13.0,?,S,?,97.0,'Southsea Hants',0
2.0,male,42.0,0.0,0.0,'244310',13.0,?,S,?,?,'London',0
2.0,female,42.0,0.0,0.0,'236852',13.0,?,S,?,?,'New York NY',1
2.0,male,0.8333,0.0,2.0,'248738',29.0,?,S,13,?,'Bangkok Thailand / Roseville',1
2.0,male,26.0,1.0,1.0,'248738',29.0,?,S,13,?,'Bangkok Thailand / Roseville',1
2.0,female,22.0,1.0,1.0,'248738',29.0,?,S,13,?,'Bangkok Thailand / Roseville',1
2.0,female,35.0,0.0,0.0,'F.C.C. 13528',21.0,?,S,14,?,'Mamaroneck NY',1
2.0,male,?,0.0,0.0,'239853',0.0,?,S,?,?,'Belfast',0
2.0,male,19.0,0.0,0.0,'28424',13.0,?,S,?,18.0,'St Ives Cornwall / Calumet',0
2.0,female,44.0,1.0,0.0,'244252',26.0,?,S,?,?,'London',0
2.0,male,54.0,1.0,0.0,'244252',26.0,?,S,?,?,'London',0
2.0,male,52.0,0.0,0.0,'248731',13.5,?,S,?,130.0,'Bronx NY',0
2.0,male,37.0,1.0,0.0,'SC/AH 29037',26.0,?,S,?,17.0,'Cornwall / Spokane WA',0
2.0,female,29.0,1.0,0.0,'SC/AH 29037',26.0,?,S,?,?,'Cornwall / Spokane WA',0
2.0,female,25.0,1.0,1.0,'237789',30.0,?,S,12,?,'London',1
2.0,female,45.0,0.0,2.0,'237789',30.0,?,S,12,?,'London',1
2.0,male,29.0,1.0,0.0,'2003',26.0,?,S,?,?,'England / San Francisco CA',0
2.0,female,28.0,1.0,0.0,'2003',26.0,?,S,14,?,'England / San Francisco CA',1
2.0,male,29.0,0.0,0.0,'W./C. 14263',10.5,?,S,?,?,'Hartford Huntingdonshire',0
2.0,male,28.0,0.0,0.0,'248740',13.0,?,S,?,?,'Helsinki Finland Ashtabula',0
2.0,male,24.0,0.0,0.0,'28034',10.5,?,S,9,?,'London / Fort Byron NY',1
2.0,female,8.0,0.0,2.0,'C.A. 31921',26.25,?,S,14,?,'Bishopstoke Hants / Fayette Valley',1
2.0,male,31.0,1.0,1.0,'C.A. 31921',26.25,?,S,?,?,'Bishopstoke Hants / Fayette Valley',0
2.0,female,31.0,1.0,1.0,'C.A. 31921',26.25,?,S,14,?,'Bishopstoke Hants / Fayette Valley',1
2.0,female,22.0,0.0,0.0,'W./C. 14266',10.5,F33,S,14,?,'Pennsylvania',1
2.0,female,30.0,0.0,0.0,'237249',13.0,?,S,?,?,'Provo UT',0
2.0,female,?,0.0,0.0,'F.C.C. 13534',21.0,?,S,?,?,'Upper Burma India Pittsburgh',0
2.0,male,21.0,0.0,0.0,'29107',11.5,?,S,?,?,'Penzance Cornwall / Akron',0
2.0,male,?,0.0,0.0,'239853',0.0,?,S,?,?,'Belfast',0
2.0,male,8.0,1.0,1.0,'C.A. 33112',36.75,?,S,14,?,'St Ives Cornwall / Hancock',1
2.0,male,18.0,0.0,0.0,'S.O.C. 14879',73.5,?,S,?,?,'Lyndhurst England',0
2.0,female,48.0,0.0,2.0,'C.A. 33112',36.75,?,S,14,?,'St Ives Cornwall / Hancock',1
2.0,female,28.0,0.0,0.0,'237668',13.0,?,S,13,?,'London / Staten Island NY',1
2.0,male,32.0,0.0,0.0,'244360',13.0,?,S,?,?,'Portugal / Sau Paulo Brazil',0
2.0,male,17.0,0.0,0.0,'S.O.C. 14879',73.5,?,S,?,?,?,0
2.0,male,29.0,1.0,0.0,'SC/PARIS 2167',27.7208,?,C,?,295.0,'Lucca Italy / California',0
2.0,female,24.0,1.0,0.0,'SC/PARIS 2167',27.7208,?,C,12,?,'Lucca Italy / California',1
2.0,male,25.0,0.0,0.0,'C.A. 31029',31.5,?,S,?,?,'Guernsey / Elizabeth NJ',0
2.0,male,18.0,0.0,0.0,'S.O.C. 14879',73.5,?,S,?,?,'New Forest England',0
2.0,female,18.0,0.0,1.0,'231919',23.0,?,S,?,?,'Southampton',1
2.0,female,34.0,0.0,1.0,'231919',23.0,?,S,?,?,'Southampton',1
2.0,male,54.0,0.0,0.0,'28403',26.0,?,S,?,?,'Holley NY',0
2.0,male,8.0,0.0,2.0,'28220',32.5,?,S,10,?,'Greenport NY',1
2.0,male,42.0,1.0,1.0,'28220',32.5,?,S,?,?,'Greenport NY',0
2.0,female,34.0,1.0,1.0,'28220',32.5,?,S,10,?,'Greenport NY',1
2.0,female,27.0,1.0,0.0,'SC/PARIS 2149',13.8583,?,C,12,?,'Barcelona Spain / Havana',1
2.0,female,30.0,1.0,0.0,'SC/PARIS 2148',13.8583,?,C,12,?,'Barcelona Spain / Havana',1
2.0,male,23.0,0.0,0.0,'29751',13.0,?,S,?,?,'England / Detroit MI',0
2.0,male,21.0,0.0,0.0,'236854',13.0,?,S,?,?,'Goteborg Sweden / Rockford',0
2.0,male,18.0,0.0,0.0,'236171',13.0,?,S,?,?,'Oslo Norway Bayonne',0
2.0,male,40.0,1.0,0.0,'2926',26.0,?,S,?,286.0,'England / Philadelphia PA',0
2.0,female,29.0,1.0,0.0,'2926',26.0,?,S,16,?,?,1
2.0,male,18.0,0.0,0.0,'C.A. 15185',10.5,?,S,?,?,'Cornwall / Houghton MI',0
2.0,male,36.0,0.0,0.0,'229236',13.0,?,S,?,236.0,'Rochester NY',0
2.0,male,?,0.0,0.0,'239854',0.0,?,S,?,?,'Belfast',0
2.0,female,38.0,0.0,0.0,'237671',13.0,?,S,?,?,'Janjgir India / Pennsylvania',0
2.0,male,35.0,0.0,0.0,'239865',26.0,?,S,?,322.0,'Liverpool / Montreal PQ',0
2.0,male,38.0,1.0,0.0,'28664',21.0,?,S,?,?,'Cornwall / Clear Creek CO',0
2.0,male,34.0,1.0,0.0,'28664',21.0,?,S,?,?,'Cornwall / Clear Creek CO',0
2.0,female,34.0,0.0,0.0,'243880',13.0,?,S,12,?,'Brooklyn NY',1
2.0,male,16.0,0.0,0.0,'239865',26.0,?,S,?,?,'Liverpool / Montreal PQ',0
2.0,male,26.0,0.0,0.0,'31028',10.5,?,S,?,?,'Guernsey / Elizabeth NJ',0
2.0,male,47.0,0.0,0.0,'C.A. 30769',10.5,?,S,?,?,'Cornwall',0
2.0,male,21.0,1.0,0.0,'28133',11.5,?,S,?,?,'Cornwall / Camden NJ',0
2.0,male,21.0,1.0,0.0,'28134',11.5,?,S,?,?,'Cornwall / Camden NJ',0
2.0,male,24.0,0.0,0.0,'248726',13.5,?,S,?,297.0,'West Kensington London',0
2.0,male,24.0,0.0,0.0,'233866',13.0,?,S,?,155.0,'Clevedon England',0
2.0,male,34.0,0.0,0.0,'12233',13.0,?,S,?,?,'Vancouver BC',0
2.0,male,30.0,0.0,0.0,'250646',13.0,?,S,?,305.0,?,0
2.0,male,52.0,0.0,0.0,'250647',13.0,?,S,?,19.0,'Bronx NY',0
2.0,male,30.0,0.0,0.0,'250653',13.0,?,S,?,75.0,'Auburn NY',0
2.0,male,0.6667,1.0,1.0,'250649',14.5,?,S,4,?,'Detroit MI',1
2.0,female,24.0,0.0,2.0,'250649',14.5,?,S,4,?,'Detroit MI',1
2.0,male,44.0,0.0,0.0,'248746',13.0,?,S,?,35.0,'Seattle WA / Toledo',0
2.0,female,6.0,0.0,1.0,'248727',33.0,?,S,11,?,'Denmark Hill Surrey / Chicago',1
2.0,male,28.0,0.0,1.0,'248727',33.0,?,S,?,?,'Denmark Hill Surrey / Chicago',0
2.0,male,62.0,0.0,0.0,'S.W./PP 752',10.5,?,S,15,?,'London',1
2.0,male,30.0,0.0,0.0,'W/C 14208',10.5,?,S,?,?,'Walthamstow England',0
2.0,female,7.0,0.0,2.0,'F.C.C. 13529',26.25,?,S,14,?,'Ilford Essex / Winnipeg',1
2.0,male,43.0,1.0,1.0,'F.C.C. 13529',26.25,?,S,?,?,'Ilford Essex / Winnipeg',0
2.0,female,45.0,1.0,1.0,'F.C.C. 13529',26.25,?,S,14,?,'Ilford Essex / Winnipeg',1
2.0,female,24.0,1.0,2.0,'220845',65.0,?,S,9,?,'Somerset / Bernardsville NJ',1
2.0,female,24.0,1.0,2.0,'220845',65.0,?,S,9,?,'Somerset / Bernardsville NJ',1
2.0,male,49.0,1.0,2.0,'220845',65.0,?,S,?,?,'Somerset / Bernardsville NJ',0
2.0,female,48.0,1.0,2.0,'220845',65.0,?,S,9,?,'Somerset / Bernardsville NJ',1
2.0,female,55.0,0.0,0.0,'248706',16.0,?,S,13,?,'India / Rapid City SD',1
2.0,male,24.0,2.0,0.0,'S.O.C. 14879',73.5,?,S,?,?,'West Hampstead London / Neepawa',0
2.0,male,32.0,2.0,0.0,'S.O.C. 14879',73.5,?,S,?,256.0,'West Hampstead London / Neepawa',0
2.0,male,21.0,2.0,0.0,'S.O.C. 14879',73.5,?,S,?,?,'West Hampstead London / Neepawa',0
2.0,female,18.0,1.0,1.0,'250650',13.0,?,S,?,?,'Kontiolahti Finland / Detroit',0
2.0,female,20.0,2.0,1.0,'29105',23.0,?,S,4,?,'Cornwall / Akron OH',1
2.0,male,23.0,2.0,1.0,'29104',11.5,?,S,?,?,'Cornwall / Akron OH',0
2.0,male,36.0,0.0,0.0,'242963',13.0,?,S,?,?,'Devonport England',0
2.0,female,54.0,1.0,3.0,'29105',23.0,?,S,4,?,'Cornwall / Akron OH',1
2.0,male,50.0,0.0,0.0,'250643',13.0,?,S,?,149.0,'Southampton',0
2.0,male,44.0,1.0,0.0,'26707',26.0,?,S,?,?,'England / Sacramento CA',0
2.0,female,29.0,1.0,0.0,'26707',26.0,?,S,10,?,'England / Sacramento CA',1
2.0,male,21.0,0.0,0.0,'S.O.C. 14879',73.5,?,S,?,?,'New Forest England',0
2.0,male,42.0,0.0,0.0,'237798',13.0,?,S,10,?,'Tokyo Japan',1
2.0,male,63.0,1.0,0.0,'24065',26.0,?,S,?,?,'Swindon England',0
2.0,female,60.0,1.0,0.0,'24065',26.0,?,S,?,?,'Swindon England',0
2.0,male,33.0,0.0,0.0,'SCO/W 1585',12.275,?,S,?,?,'Philadelphia PA',0
2.0,female,17.0,0.0,0.0,'SO/C 14885',10.5,?,S,?,?,'Guernsey',1
2.0,male,42.0,1.0,0.0,'243847',27.0,?,S,?,?,'London',0
2.0,female,24.0,2.0,1.0,'243847',27.0,?,S,12,?,'London',1
2.0,male,47.0,0.0,0.0,'237565',15.0,?,S,?,?,'North Evington England',0
2.0,male,24.0,2.0,0.0,'C.A. 31029',31.5,?,S,?,?,'Guernsey / Elizabeth NJ',0
2.0,male,22.0,2.0,0.0,'C.A. 31029',31.5,?,S,?,?,'Guernsey / Elizabeth NJ',0
2.0,male,32.0,0.0,0.0,'C.A. 33111',10.5,?,S,?,?,'St Ives Cornwall / Houghton',0
2.0,female,23.0,0.0,0.0,'SC/AH Basle 541',13.7917,D,C,11,?,'New York NY',1
2.0,male,34.0,1.0,0.0,'244367',26.0,?,S,?,283.0,'Moscow / Bronx NY',0
2.0,female,24.0,1.0,0.0,'244367',26.0,?,S,12,?,'Moscow / Bronx NY',1
2.0,female,22.0,0.0,0.0,'F.C.C. 13534',21.0,?,S,?,?,'India / Pittsburgh PA',0
2.0,female,?,0.0,0.0,'226593',12.35,E101,Q,10,?,'Harrisburg PA',1
2.0,male,35.0,0.0,0.0,'233734',12.35,?,Q,?,?,?,0
2.0,female,45.0,0.0,0.0,'223596',13.5,?,S,9,?,'London / New York NY',1
2.0,male,57.0,0.0,0.0,'219533',12.35,?,Q,?,?,'Glasgow / Bangor ME',0
2.0,male,?,0.0,0.0,'239855',0.0,?,S,?,?,'Belfast',0
2.0,male,31.0,0.0,0.0,'C.A. 18723',10.5,?,S,?,165.0,'Sweden / Arlington NJ',0
2.0,female,26.0,1.0,1.0,'250651',26.0,?,S,?,?,'Minneapolis MN',0
2.0,male,30.0,1.0,1.0,'250651',26.0,?,S,?,?,'Minneapolis MN',0
2.0,male,?,0.0,0.0,'240261',10.7083,?,Q,?,?,?,0
2.0,female,1.0,1.0,2.0,'SC/Paris 2123',41.5792,?,C,14,?,'Paris / Haiti',1
2.0,female,3.0,1.0,2.0,'SC/Paris 2123',41.5792,?,C,14,?,'Paris / Haiti',1
2.0,male,25.0,1.0,2.0,'SC/Paris 2123',41.5792,?,C,?,?,'Paris / Haiti',0
2.0,female,22.0,1.0,2.0,'SC/Paris 2123',41.5792,?,C,14,?,'Paris / Haiti',1
2.0,female,17.0,0.0,0.0,'SC 1748',12.0,?,C,12,?,'Berne Switzerland / Central City',1
2.0,female,?,0.0,0.0,'248727',33.0,?,S,11,?,'London / Chicago IL',1
2.0,female,34.0,0.0,0.0,'C.A. 34260',10.5,F33,S,14,?,'Chicago IL',1
2.0,male,36.0,0.0,0.0,'SC/Paris 2163',12.875,D,C,?,?,'Montreal PQ',0
2.0,male,24.0,0.0,0.0,'C.A. 29566',10.5,?,S,?,108.0,?,0
2.0,male,61.0,0.0,0.0,'235509',12.35,?,Q,?,?,?,0
2.0,male,50.0,1.0,0.0,'SC/AH 3085',26.0,?,S,?,121.0,'Weston-Super-Mare Somerset',0
2.0,female,42.0,1.0,0.0,'SC/AH 3085',26.0,?,S,?,?,'Weston-Super-Mare Somerset',1
2.0,female,57.0,0.0,0.0,'S.O./P.P. 3',10.5,E77,S,?,52.0,'Southampton / New York NY',0
2.0,male,?,0.0,0.0,'237735',15.0458,D,C,?,?,'Paris',0
2.0,male,1.0,0.0,2.0,'S.C./PARIS 2079',37.0042,?,C,10,?,'Paris / Montreal PQ',1
2.0,male,31.0,1.0,1.0,'S.C./PARIS 2079',37.0042,?,C,?,?,'Paris / Montreal PQ',0
2.0,female,24.0,1.0,1.0,'S.C./PARIS 2079',37.0042,?,C,10,?,'Paris / Montreal PQ',1
2.0,male,?,0.0,0.0,'SC/A.3 2861',15.5792,?,C,?,?,'New York NY',0
2.0,male,30.0,0.0,0.0,'28228',13.0,?,S,?,?,'St Austall Cornwall',0
2.0,male,40.0,0.0,0.0,'239059',16.0,?,S,?,?,'Weston-Super-Mare / Moose Jaw SK',0
2.0,male,32.0,0.0,0.0,'237216',13.5,?,S,?,209.0,'Sydney Australia',0
2.0,male,30.0,0.0,0.0,'233478',13.0,?,S,?,?,'Sarnia ON',0
2.0,male,46.0,0.0,0.0,'28403',26.0,?,S,?,?,'Rochester NY',0
2.0,female,13.0,0.0,1.0,'250644',19.5,?,S,14,?,'England / Bennington VT',1
2.0,female,41.0,0.0,1.0,'250644',19.5,?,S,14,?,'England / Bennington VT',1
2.0,male,19.0,0.0,0.0,'SW/PP 751',10.5,?,S,B,?,'Chelsea London',1
2.0,male,39.0,0.0,0.0,'248723',13.0,?,S,?,?,'Harrow-on-the-Hill Middlesex',0
2.0,male,48.0,0.0,0.0,'234360',13.0,?,S,?,271.0,'Copenhagen Denmark',0
2.0,male,70.0,0.0,0.0,'C.A. 24580',10.5,?,S,?,?,'Guernsey / Montclair NJ and/or Toledo',0
2.0,male,27.0,0.0,0.0,'211536',13.0,?,S,?,?,'Worcester MA',0
2.0,male,54.0,0.0,0.0,'29011',14.0,?,S,?,?,'Frankfort KY',0
2.0,male,39.0,0.0,0.0,'250655',26.0,?,S,?,?,?,0
2.0,male,16.0,0.0,0.0,'S.O./P.P. 3',10.5,?,S,?,?,'Halesworth England',0
2.0,male,62.0,0.0,0.0,'240276',9.6875,?,Q,?,?,'Cambridge MA',0
2.0,male,32.5,1.0,0.0,'237736',30.0708,?,C,?,43.0,'New York NY',0
2.0,female,14.0,1.0,0.0,'237736',30.0708,?,C,?,?,'New York NY',1
2.0,male,2.0,1.0,1.0,'230080',26.0,F2,S,D,?,'Nice France',1
2.0,male,3.0,1.0,1.0,'230080',26.0,F2,S,D,?,'Nice France',1
2.0,male,36.5,0.0,2.0,'230080',26.0,F2,S,?,15.0,'Nice France',0
2.0,male,26.0,0.0,0.0,'244368',13.0,F2,S,?,?,'Boston MA',0
2.0,male,19.0,1.0,1.0,'C.A. 33112',36.75,?,S,?,101.0,'Cornwall / Hancock MI',0
2.0,male,28.0,0.0,0.0,'218629',13.5,?,S,?,287.0,'Glasgow',0
2.0,male,20.0,0.0,0.0,'SC/PARIS 2166',13.8625,D38,C,7,?,'Cologne Germany',1
2.0,female,29.0,0.0,0.0,'C.A. 29395',10.5,F33,S,11,?,'Folkstone Kent / New York',1
2.0,male,39.0,0.0,0.0,'28213',13.0,?,S,?,?,'Middleburg Heights OH',0
2.0,male,22.0,0.0,0.0,'W./C. 14260',10.5,?,S,13,?,'Pondersend England / New Durham',1
2.0,male,?,0.0,0.0,'SC/PARIS 2146',13.8625,?,C,9,?,'Spain / Havana Cuba',1
2.0,male,23.0,0.0,0.0,'244278',10.5,?,S,?,?,'Hamilton ON',0
2.0,male,29.0,0.0,0.0,'SC/PARIS 2147',13.8583,?,C,9,?,'Spain / Havana Cuba',1
2.0,male,28.0,0.0,0.0,'SC 14888',10.5,?,S,?,?,'St Andrews Guernsey',0
2.0,male,?,0.0,0.0,'239853',0.0,?,S,?,?,'Belfast',0
2.0,female,50.0,0.0,1.0,'230433',26.0,?,S,12,?,'Woodford County KY',1
2.0,male,19.0,0.0,0.0,'28665',10.5,?,S,?,?,'Gunnislake England / Butte',0
2.0,male,?,0.0,0.0,'SC/PARIS 2131',15.05,?,C,?,?,?,0
2.0,male,41.0,0.0,0.0,'237393',13.0,?,S,?,?,?,0
2.0,female,21.0,0.0,1.0,'S.O./P.P. 2',21.0,?,S,12,?,'Ilfracombe Devon',1
2.0,female,19.0,0.0,0.0,'250655',26.0,?,S,11,?,'Worcester England',1
2.0,male,43.0,0.0,1.0,'S.O./P.P. 2',21.0,?,S,?,?,'Ilfracombe Devon',0
2.0,female,32.0,0.0,0.0,'234604',13.0,?,S,9,?,'Russia',1
2.0,male,34.0,0.0,0.0,'250647',13.0,?,S,?,?,'Denmark / New York NY',0
2.0,male,30.0,0.0,0.0,'C.A. 34644',12.7375,?,C,14,?,'Milford NH',1
2.0,male,27.0,0.0,0.0,'SC/PARIS 2168',15.0333,?,C,?,?,'Paris',0
2.0,female,2.0,1.0,1.0,'26360',26.0,?,S,11,?,'Plymouth Devon / Detroit',1
2.0,female,8.0,1.0,1.0,'26360',26.0,?,S,11,?,'Plymouth Devon / Detroit',1
2.0,female,33.0,0.0,2.0,'26360',26.0,?,S,11,?,'Plymouth Devon / Detroit',1
2.0,male,36.0,0.0,0.0,'C.A. 17248',10.5,?,S,?,?,'Brighton Sussex',0
2.0,male,34.0,1.0,0.0,'31027',21.0,?,S,12,?,'Elizabeth NJ',0
2.0,female,30.0,3.0,0.0,'31027',21.0,?,S,?,?,'Elizabeth NJ',1
2.0,female,28.0,0.0,0.0,'230434',13.0,?,S,9,?,'Spain',1
2.0,male,23.0,0.0,0.0,'SC/PARIS 2133',15.0458,?,C,?,?,'Paris / Montreal PQ',0
2.0,male,0.8333,1.0,1.0,'29106',18.75,?,S,4,?,'Cornwall / Akron OH',1
2.0,male,3.0,1.0,1.0,'29106',18.75,?,S,4,?,'Cornwall / Akron OH',1
2.0,female,24.0,2.0,3.0,'29106',18.75,?,S,4,?,'Cornwall / Akron OH',1
2.0,female,50.0,0.0,0.0,'W./C. 14258',10.5,?,S,13,?,'London England / Marietta',1
2.0,male,19.0,0.0,0.0,'28004',10.5,?,S,?,?,?,0
2.0,female,21.0,0.0,0.0,'C.A. 31026',10.5,?,S,12,?,'Guernsey / Wilmington DE',1
2.0,male,26.0,0.0,0.0,'248659',13.0,?,S,?,?,'Newark NJ',0
2.0,male,25.0,0.0,0.0,'244361',13.0,?,S,?,?,'Liverpool',0
2.0,male,27.0,0.0,0.0,'244358',26.0,?,S,?,?,'Hornsey England',0
2.0,female,25.0,0.0,1.0,'230433',26.0,?,S,12,?,'Deer Lodge MT',1
2.0,female,18.0,0.0,2.0,'250652',13.0,?,S,16,?,'Finland / Minneapolis MN',1
2.0,female,20.0,0.0,0.0,'C.A. 33112',36.75,?,S,11,?,'Cornwall / Hancock MI',1
2.0,female,30.0,0.0,0.0,'250648',13.0,?,S,10,?,'Finland / Washington DC',1
2.0,male,59.0,0.0,0.0,'237442',13.5,?,S,?,?,'Sault St Marie ON',0
2.0,female,30.0,0.0,0.0,'234818',12.35,?,Q,13,?,'Halifax NS',1
2.0,male,35.0,0.0,0.0,'28206',10.5,?,S,?,?,'Cornwall',0
2.0,female,40.0,0.0,0.0,'31418',13.0,?,S,9,?,?,1
2.0,male,25.0,0.0,0.0,'C.A. 29178',13.0,?,S,?,?,'Cornwall / Houghton MI',0
